,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,5Y,Longevity,Longevity in drafted franchise
Roger Phegley,77848,1978,00,1610612764,WAS,22.0,29,0,5.275862068965517,0.9655172413793104,2.689655172413793,0.359,0.0,0.0,0,0.8275862068965517,1.0,0.828,0.1724137931034483,0.5862068965517241,0.7586206896551724,0.5172413793103449,0.1724137931034483,0.06896551724137931,0.5862068965517241,0.7241379310344828,2.7586206896551726,True,6,2
Jack Phelan,77850,1949,00,1610610033,SHE,24.0,40,0,0.0,1.575,4.975,0.317,0.0,0.0,0,0.975,1.65,0.591,0.0,0.0,0.0,1.025,0.0,0.0,0.0,2.575,4.125,False,1,1
Jim Phelan,77849,1953,00,1610612744,PHW,25.0,4,0,8.25,0.0,1.5,0.0,0.0,0.0,0,0.75,1.5,0.5,0.0,0.0,1.25,0.5,0.0,0.0,0.0,2.25,0.75,False,1,1
Derrick Phelps,74,1994,00,1610612758,SAC,22.0,3,0,1.6666666666666667,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,False,1,1
Mike Phelps,77852,1985,00,1610612760,SEA,24.0,70,18,12.571428571428571,1.6714285714285715,4.085714285714285,0.409,0.014285714285714285,0.17142857142857143,0.083,0.6285714285714286,1.0571428571428572,0.595,0.4142857142857143,0.8571428571428571,1.2714285714285714,1.0142857142857142,0.6428571428571429,0.014285714285714285,0.8857142857142857,1.2285714285714286,3.9857142857142858,False,3,2
Andy Phillip,77853,1947,00,1610610025,CHS,26.0,32,0,0.0,4.46875,13.28125,0.336,0.0,0.0,0,1.875,3.21875,0.583,0.0,0.0,0.0,2.3125,0.0,0.0,0.0,2.34375,10.8125,True,11,3
Eddie Phillips,77854,1982,00,1610612751,NJN,21.0,48,0,8.666666666666666,1.1666666666666667,2.875,0.406,0.0,0.041666666666666664,0.0,0.8333333333333334,1.2291666666666667,0.678,0.5625,1.0416666666666667,1.6041666666666667,0.6041666666666666,0.2916666666666667,0.16666666666666666,1.0416666666666667,1.2083333333333333,3.1666666666666665,False,1,1
Gary Phillips,77855,1961,00,1610612738,BOS,22.0,67,0,10.64179104477612,1.6417910447761195,4.626865671641791,0.355,0.0,0.0,0,0.746268656716418,1.2835820895522387,0.581,0.0,0.0,1.5970149253731343,0.9552238805970149,0.0,0.0,0.0,1.626865671641791,4.029850746268656,True,5,1
Julian Phillips,1641763,2023,00,1610612741,CHI,20.0,40,0,8.075,0.8,1.925,0.416,0.3,0.95,0.316,0.325,0.475,0.684,0.3,0.6,0.9,0.325,0.175,0.175,0.25,1.0,2.225,False,2,2
Bobby Phills,184,1991,00,1610612739,CLE,22.0,10,0,6.5,1.2,2.8,0.429,0.0,0.2,0.0,0.7,1.1,0.636,0.4,0.4,0.8,0.4,0.3,0.1,0.8,0.3,3.1,True,9,6
Eric Piatkowski,15,1994,00,1610612746,LAC,24.0,81,11,14.91358024691358,2.4814814814814814,5.62962962962963,0.441,0.9135802469135802,2.4444444444444446,0.374,1.1111111111111112,1.4197530864197532,0.783,0.7777777777777778,0.8641975308641975,1.6419753086419753,0.9506172839506173,0.4567901234567901,0.18518518518518517,0.7777777777777778,1.8518518518518519,6.987654320987654,True,14,9
Jalen Pickett,1629618,2023,00,1610612743,DEN,24.0,27,0,4.518518518518518,0.5555555555555556,1.2962962962962963,0.429,0.3333333333333333,0.9259259259259259,0.36,0.1111111111111111,0.14814814814814814,0.75,0.037037037037037035,0.48148148148148145,0.5185185185185185,0.7777777777777778,0.14814814814814814,0.0,0.3333333333333333,0.48148148148148145,1.5555555555555556,False,2,2
Jamorko Pickett,1630691,2021,00,1610612765,DET,24.0,13,0,13.538461538461538,1.3846153846153846,3.8461538461538463,0.36,1.0,3.0,0.333,0.07692307692307693,0.15384615384615385,0.5,0.46153846153846156,2.0,2.4615384615384617,0.5384615384615384,0.0,0.5384615384615384,0.38461538461538464,0.9230769230769231,3.8461538461538463,False,1,1
Paul Pierce,1718,1998,00,1610612738,BOS,21.0,48,47,34.0,5.916666666666667,13.479166666666666,0.439,1.75,4.25,0.412,2.8958333333333335,4.0625,0.713,2.4375,4.0,6.4375,2.3958333333333335,1.7083333333333333,1.0416666666666667,2.3541666666666665,2.8958333333333335,16.479166666666668,True,19,15
Ricky Pierce,894,1982,00,1610612765,DET,23.0,39,1,6.794871794871795,0.8461538461538461,2.2564102564102564,0.375,0.02564102564102564,0.1794871794871795,0.143,0.46153846153846156,0.8205128205128205,0.563,0.38461538461538464,0.5128205128205128,0.8974358974358975,0.358974358974359,0.20512820512820512,0.10256410256410256,0.46153846153846156,1.0769230769230769,2.1794871794871793,True,16,1
Stan Pietkiewicz,77858,1978,00,1610612746,SDC,22.0,4,0,8.0,0.25,2.0,0.125,0.0,0.0,0,0.5,0.5,1.0,0.0,1.5,1.5,0.75,0.25,0.0,0.25,1.25,1.0,False,3,3
Mickael Pietrus,2554,2003,00,1610612744,GSW,22.0,53,22,14.075471698113208,1.8113207547169812,4.3584905660377355,0.416,0.660377358490566,1.9811320754716981,0.333,0.9811320754716981,1.4150943396226414,0.693,0.9056603773584906,1.3396226415094339,2.2452830188679247,0.5094339622641509,0.6037735849056604,0.22641509433962265,0.7547169811320755,1.8867924528301887,5.264150943396227,True,10,5
John Pilch,77859,1951,00,1610612747,MNL,26.0,9,0,4.555555555555555,0.1111111111111111,1.1111111111111112,0.1,0.0,0.0,0,0.3333333333333333,0.6666666666666666,0.5,0.0,0.0,1.0,0.2222222222222222,0.0,0.0,0.0,1.1111111111111112,0.5555555555555556,False,1,1
Ed Pinckney,291,1985,00,1610612756,PHX,23.0,80,24,20.025,3.1875,5.7125,0.558,0.0,0.025,0.0,2.1375,3.175,0.673,1.1875,2.6625,3.85,1.125,0.8875,0.4625,1.85,2.375,8.5125,True,12,2
Kevinn Pinkney,200838,2006,00,1610612738,BOS,23.0,6,0,16.666666666666668,2.0,4.5,0.444,0.16666666666666666,0.3333333333333333,0.5,1.0,1.5,0.667,1.1666666666666667,1.3333333333333333,2.5,0.8333333333333334,0.5,0.5,0.6666666666666666,2.0,5.166666666666667,False,1,1
John Pinone,77861,1983,00,1610612737,ATL,23.0,7,0,9.285714285714286,1.0,1.8571428571428572,0.538,0.0,0.0,0.0,0.8571428571428571,1.4285714285714286,0.6,0.0,1.4285714285714286,1.4285714285714286,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.7142857142857143,1.5714285714285714,2.857142857142857,False,1,1
Theo Pinson,1629033,2018,00,1610612751,BKN,23.0,18,0,11.722222222222221,1.3888888888888888,4.055555555555555,0.342,0.6666666666666666,2.5555555555555554,0.261,1.0555555555555556,1.2222222222222223,0.864,0.2222222222222222,1.7777777777777777,2.0,1.1666666666666667,0.3333333333333333,0.0,1.0,0.8333333333333334,4.5,True,5,2
Dave Piontek,77862,1956,00,1610612758,ROC,22.0,71,0,24.774647887323944,3.619718309859155,8.971830985915492,0.403,0.0,0.0,0,1.7183098591549295,2.5774647887323945,0.667,0.0,0.0,4.943661971830986,1.5211267605633803,0.0,0.0,0.0,1.9859154929577465,8.95774647887324,True,7,1
Tom Piotrowski,77863,1983,00,1610612757,POR,23.0,18,0,4.333333333333333,0.6666666666666666,1.4444444444444444,0.462,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5555555555555556,0.8888888888888888,0.2777777777777778,0.05555555555555555,0.16666666666666666,0.3333333333333333,1.2222222222222223,1.6666666666666667,False,1,1
Scottie Pippen,937,1987,00,1610612741,CHI,22.0,79,0,20.88607594936709,3.3037974683544302,7.139240506329114,0.463,0.05063291139240506,0.2911392405063291,0.174,1.2531645569620253,2.1772151898734178,0.576,1.4556962025316456,2.3164556962025316,3.7721518987341773,2.1392405063291138,1.1518987341772151,0.6582278481012658,1.6582278481012658,2.7088607594936707,7.9113924050632916,True,17,12
Scotty Pippen Jr.,1630590,2022,00,1610612747,LAL,22.0,6,0,5.333333333333333,0.6666666666666666,2.0,0.333,0.16666666666666666,0.5,0.333,0.8333333333333334,1.5,0.556,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,2.3333333333333335,False,3,1
Charlie Pittman,77864,1982,00,1610612756,PHX,25.0,28,0,6.071428571428571,0.6785714285714286,1.4285714285714286,0.475,0.0,0.03571428571428571,0.0,0.8928571428571429,1.3214285714285714,0.676,0.4642857142857143,0.6428571428571429,1.1071428571428572,0.25,0.07142857142857142,0.25,0.7857142857142857,1.4642857142857142,2.25,False,4,4
Dexter Pittman,202354,2010,00,1610612748,MIA,23.0,2,0,5.5,0.5,1.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.0,0.0,1.0,1.0,1.0,False,4,3
Zoran Planinic,2565,2003,00,1610612751,NJN,21.0,49,1,9.612244897959183,1.0816326530612246,2.63265306122449,0.411,0.1836734693877551,0.6530612244897959,0.281,0.7755102040816326,1.2244897959183674,0.633,0.2857142857142857,0.8367346938775511,1.1224489795918366,1.3877551020408163,0.2653061224489796,0.061224489795918366,0.7346938775510204,1.4285714285714286,3.122448979591837,False,3,3
Tibor Pleiss,202353,2015,00,1610612762,UTA,26.0,12,0,6.833333333333333,0.9166666666666666,2.0833333333333335,0.44,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,1.0,0.5,0.75,1.25,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.6666666666666666,1.5833333333333333,2.0,False,1,1
Marshall Plumlee,1627850,2016,00,1610612752,NYK,24.0,21,1,8.095238095238095,0.7619047619047619,1.4285714285714286,0.533,0.0,0.0,0.0,0.38095238095238093,0.9047619047619048,0.421,1.0952380952380953,1.3333333333333333,2.4285714285714284,0.47619047619047616,0.19047619047619047,0.19047619047619047,0.5714285714285714,1.0952380952380953,1.9047619047619047,False,2,1
Mason Plumlee,203486,2013,00,1610612751,BKN,24.0,70,22,18.214285714285715,2.842857142857143,4.314285714285714,0.659,0.0,0.04285714285714286,0.0,1.7428571428571429,2.7857142857142856,0.626,1.4142857142857144,2.9857142857142858,4.4,0.8571428571428571,0.7,0.7857142857142857,1.1,2.442857142857143,7.428571428571429,True,12,2
Miles Plumlee,203101,2012,00,1610612754,IND,24.0,14,0,3.9285714285714284,0.35714285714285715,1.5,0.238,0.0,0.0,0.0,0.21428571428571427,0.2857142857142857,0.75,0.8571428571428571,0.7142857142857143,1.5714285714285714,0.14285714285714285,0.0,0.21428571428571427,0.21428571428571427,0.35714285714285715,0.9285714285714286,True,7,1
Gary Plummer,77865,1984,00,1610612744,GOS,23.0,66,0,10.636363636363637,1.393939393939394,3.515151515151515,0.397,0.015151515151515152,0.06060606060606061,0.25,0.9848484848484849,1.393939393939394,0.707,0.8181818181818182,1.2121212121212122,2.0303030303030303,0.3939393939393939,0.22727272727272727,0.21212121212121213,0.7575757575757576,1.9242424242424243,3.787878787878788,False,2,1
Pavel Podkolzin,2750,2004,00,1610612742,DAL,20.0,5,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.5,0.0,0.4,0.4,0.0,0.0,0.0,0.4,0.8,0.2,False,2,2
Brandin Podziemski,1641764,2023,00,1610612744,GSW,21.0,74,28,26.594594594594593,3.6621621621621623,8.067567567567568,0.454,1.2162162162162162,3.1621621621621623,0.385,0.6756756756756757,1.0675675675675675,0.633,1.5945945945945945,4.175675675675675,5.77027027027027,3.689189189189189,0.8243243243243243,0.1891891891891892,1.1891891891891893,1.6486486486486487,9.216216216216216,False,2,2
Vincent Poirier,1629738,2019,00,1610612738,BOS,26.0,22,0,5.909090909090909,0.7727272727272727,1.6363636363636365,0.472,0.045454545454545456,0.09090909090909091,0.5,0.2727272727272727,0.3181818181818182,0.857,0.5909090909090909,1.3636363636363635,1.9545454545454546,0.36363636363636365,0.09090909090909091,0.4090909090909091,0.36363636363636365,1.1363636363636365,1.8636363636363635,False,2,1
Aleksej Pokusevski,1630197,2020,00,1610612760,OKC,19.0,45,28,24.22222222222222,3.088888888888889,9.066666666666666,0.341,1.288888888888889,4.6,0.28,0.6888888888888889,0.9333333333333333,0.738,0.6666666666666666,4.044444444444444,4.711111111111111,2.1555555555555554,0.4444444444444444,0.9333333333333333,2.2,1.288888888888889,8.155555555555555,False,4,4
Dwayne Polee,77866,1986,00,1610612746,LAC,24.0,1,0,6.0,1.0,4.0,0.25,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,False,1,1
Jim Pollard,77867,1948,00,1610612747,MNL,26.0,53,0,0.0,5.9245283018867925,14.943396226415095,0.396,0.0,0.0,0,2.943396226415094,4.283018867924528,0.687,0.0,0.0,0.0,2.6792452830188678,0.0,0.0,0.0,2.7169811320754715,14.79245283018868,True,7,7
Scot Pollard,1513,1997,00,1610612765,DET,23.0,33,0,9.606060606060606,1.0606060606060606,2.121212121212121,0.5,0.0,0.0,0.0,0.5757575757575758,0.696969696969697,0.826,1.0303030303030303,1.2121212121212122,2.242424242424242,0.2727272727272727,0.24242424242424243,0.30303030303030304,0.36363636363636365,1.4545454545454546,2.696969696969697,True,11,1
Ralph Polson,77868,1952,00,1610612744,PHW,23.0,49,0,16.53061224489796,1.3265306122448979,3.6530612244897958,0.363,0.0,0.0,0,1.2448979591836735,1.9591836734693877,0.635,0.0,0.0,4.3061224489795915,0.4897959183673469,0.0,0.0,0.0,2.0816326530612246,3.8979591836734695,False,1,1
Olden Polynice,178,1987,00,1610612760,SEA,23.0,82,0,13.170731707317072,1.4390243902439024,3.097560975609756,0.465,0.0,0.024390243902439025,0.0,1.2317073170731707,1.9268292682926829,0.639,1.4878048780487805,2.5365853658536586,4.024390243902439,0.4024390243902439,0.3902439024390244,0.3170731707317073,0.9878048780487805,2.6219512195121952,4.109756097560975,True,15,5
Cliff Pondexter,77869,1975,00,1610612741,CHI,21.0,75,0,17.68,2.08,5.066666666666666,0.411,0.0,0.0,0,1.6266666666666667,2.4266666666666667,0.67,1.5066666666666666,3.5733333333333333,5.08,1.2,0.37333333333333335,0.3466666666666667,0.0,1.7866666666666666,5.786666666666667,False,3,3
Quincy Pondexter,202347,2010,00,1610612740,NOH,23.0,66,6,11.121212121212121,1.106060606060606,2.727272727272727,0.406,0.2727272727272727,0.7575757575757576,0.36,0.36363636363636365,0.5151515151515151,0.706,0.3484848484848485,0.9848484848484849,1.3333333333333333,0.42424242424242425,0.25757575757575757,0.15151515151515152,0.24242424242424243,0.9545454545454546,2.8484848484848486,True,7,1
Shamorie Ponds,1629044,2019,00,1610612761,TOR,22.0,4,0,2.75,0.75,1.25,0.6,0.25,0.5,0.5,0.5,0.5,1.0,0.0,0.25,0.25,0.5,0.0,0.25,0.0,0.5,2.25,False,1,1
Yves Pons,1630582,2021,00,1610612763,MEM,23.0,12,0,5.916666666666667,0.4166666666666667,1.3333333333333333,0.313,0.25,0.75,0.333,0.0,0.16666666666666666,0.0,0.4166666666666667,0.5833333333333334,1.0,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.5,1.0833333333333333,False,1,1
Jordan Poole,1629673,2019,00,1610612744,GSW,21.0,57,14,22.350877192982455,2.9298245614035086,8.807017543859649,0.333,1.2982456140350878,4.649122807017544,0.279,1.6666666666666667,2.087719298245614,0.798,0.15789473684210525,1.912280701754386,2.0701754385964914,2.3508771929824563,0.6140350877192983,0.17543859649122806,1.2982456140350878,1.6491228070175439,8.824561403508772,True,6,4
David Pope,77870,1984,00,1610612758,KCK,23.0,22,0,5.863636363636363,0.7727272727272727,2.409090909090909,0.321,0.0,0.045454545454545456,0.0,0.3181818181818182,0.5909090909090909,0.538,0.4090909090909091,0.4090909090909091,0.8181818181818182,0.22727272727272727,0.13636363636363635,0.13636363636363635,0.3181818181818182,1.3636363636363635,1.8636363636363635,False,2,1
Mark Pope,998,1997,00,1610612754,IND,25.0,28,0,6.892857142857143,0.5,1.4642857142857142,0.341,0.03571428571428571,0.10714285714285714,0.333,0.35714285714285715,0.6071428571428571,0.588,0.32142857142857145,0.6071428571428571,0.9285714285714286,0.25,0.10714285714285714,0.21428571428571427,0.35714285714285715,1.2857142857142858,1.3928571428571428,True,6,2
Dave Popson,77872,1988,00,1610612746,LAC,25.0,10,0,6.8,1.1,2.5,0.44,0.0,0.0,0.0,0.1,0.2,0.5,0.5,1.1,1.6,0.6,0.1,0.2,0.6,0.9,2.3,False,3,1
Ben Poquette,77873,1977,00,1610612765,DET,23.0,52,0,12.038461538461538,1.8269230769230769,4.326923076923077,0.422,0.0,0.0,0,0.8076923076923077,1.1538461538461537,0.7,0.9615384615384616,1.8269230769230769,2.7884615384615383,0.38461538461538464,0.19230769230769232,0.4230769230769231,0.7692307692307693,1.3269230769230769,4.461538461538462,True,10,2
Chris Porter,2084,2000,00,1610612744,GSW,23.0,51,35,22.45098039215686,3.392156862745098,8.72549019607843,0.389,0.0,0.09803921568627451,0.0,1.8431372549019607,2.764705882352941,0.667,1.7450980392156863,1.9607843137254901,3.7058823529411766,1.196078431372549,0.8823529411764706,0.11764705882352941,1.1568627450980393,2.176470588235294,8.627450980392156,False,1,1
Howard Porter,77875,1971,00,1610612741,CHI,23.0,67,0,10.895522388059701,2.5522388059701493,6.014925373134329,0.424,0.0,0.0,0,0.8805970149253731,1.1492537313432836,0.766,0.0,0.0,2.7313432835820897,0.3582089552238806,0.0,0.0,0.0,1.3134328358208955,5.985074626865671,True,7,3
Jontay Porter,1629007,2020,00,1610612763,MEM,21.0,11,0,4.909090909090909,0.7272727272727273,1.3636363636363635,0.533,0.2727272727272727,0.7272727272727273,0.375,0.2727272727272727,0.45454545454545453,0.6,0.36363636363636365,0.9090909090909091,1.2727272727272727,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.6363636363636364,1.0909090909090908,2.0,False,2,1
Kevin Porter,77876,1972,00,1610612764,BLT,23.0,71,0,17.140845070422536,2.887323943661972,6.352112676056338,0.455,0.0,0.0,0,0.8732394366197183,1.4225352112676057,0.614,0.0,0.0,1.0140845070422535,3.3380281690140845,0.0,0.0,0.0,2.9014084507042255,6.647887323943662,True,10,1
Terry Porter,345,1985,00,1610612757,POR,23.0,79,3,15.367088607594937,2.6835443037974684,5.658227848101266,0.474,0.16455696202531644,0.5316455696202531,0.31,1.5822784810126582,1.9620253164556962,0.806,0.4430379746835443,1.0379746835443038,1.481012658227848,2.5063291139240507,1.0253164556962024,0.012658227848101266,1.3417721518987342,1.7215189873417722,7.113924050632911,True,17,10
Craig Porter Jr.,1641854,2023,00,1610612739,CLE,24.0,51,6,12.72549019607843,2.2745098039215685,4.470588235294118,0.509,0.23529411764705882,0.6666666666666666,0.353,0.803921568627451,1.0980392156862746,0.732,0.4117647058823529,1.7254901960784315,2.1372549019607843,2.3137254901960786,0.4117647058823529,0.29411764705882354,0.8823529411764706,0.7843137254901961,5.588235294117647,False,2,2
Kevin Porter Jr.,1629645,2019,00,1610612739,CLE,20.0,50,3,23.24,3.72,8.42,0.442,1.06,3.16,0.335,1.46,2.02,0.723,0.44,2.8,3.24,2.18,0.92,0.28,1.86,2.7,9.96,True,5,1
Michael Porter Jr.,1629008,2019,00,1610612743,DEN,22.0,55,8,16.418181818181818,3.5454545454545454,6.963636363636364,0.509,1.1272727272727272,2.672727272727273,0.422,1.0909090909090908,1.309090909090909,0.833,1.2,3.5090909090909093,4.709090909090909,0.8363636363636363,0.4909090909090909,0.45454545454545453,0.8909090909090909,1.8181818181818181,9.309090909090909,True,6,6
Otto Porter Jr.,203490,2013,00,1610612764,WAS,21.0,37,0,8.621621621621621,0.8918918918918919,2.4594594594594597,0.363,0.10810810810810811,0.5675675675675675,0.19,0.21621621621621623,0.32432432432432434,0.667,0.5675675675675675,0.972972972972973,1.5405405405405406,0.2702702702702703,0.21621621621621623,0.02702702702702703,0.3783783783783784,0.7027027027027027,2.108108108108108,True,11,6
Bobby Portis,1626171,2015,00,1610612741,CHI,21.0,62,4,17.774193548387096,3.0,7.032258064516129,0.427,0.25806451612903225,0.8387096774193549,0.308,0.7741935483870968,1.064516129032258,0.727,1.9838709677419355,3.4516129032258065,5.435483870967742,0.8387096774193549,0.4032258064516129,0.3548387096774194,0.8709677419354839,1.6129032258064515,7.032258064516129,True,10,4
Bob Portman,77878,1969,00,1610612744,SFW,23.0,60,0,13.55,2.95,6.633333333333334,0.445,0.0,0.0,0,1.1,1.4166666666666667,0.776,0.0,0.0,3.7333333333333334,0.4666666666666667,0.0,0.0,0.0,1.2833333333333334,7.0,False,4,2
Kristaps Porziņģis,204001,2015,00,1610612752,NYK,20.0,72,72,28.430555555555557,5.180555555555555,12.305555555555555,0.421,1.125,3.375,0.333,2.7916666666666665,3.3333333333333335,0.838,1.8333333333333333,5.472222222222222,7.305555555555555,1.3055555555555556,0.7361111111111112,1.8611111111111112,1.6805555555555556,2.8472222222222223,14.277777777777779,True,8,3
James Posey,1899,1999,00,1610612743,DEN,23.0,81,77,25.333333333333332,2.8395061728395063,6.617283950617284,0.429,1.0123456790123457,2.7160493827160495,0.373,1.4814814814814814,1.8518518518518519,0.8,1.0493827160493827,2.8641975308641974,3.9135802469135803,1.8024691358024691,1.2098765432098766,0.4074074074074074,1.1728395061728396,2.5555555555555554,8.17283950617284,True,12,4
Lavor Postell,2068,2000,00,1610612752,NYK,23.0,26,0,6.461538461538462,0.6538461538461539,2.076923076923077,0.315,0.11538461538461539,0.4230769230769231,0.273,0.8461538461538461,1.0384615384615385,0.815,0.3076923076923077,0.6538461538461539,0.9615384615384616,0.19230769230769232,0.15384615384615385,0.07692307692307693,0.6538461538461539,0.46153846153846156,2.269230769230769,False,3,3
Vitaly Potapenko,958,1996,00,1610612739,CLE,22.0,80,3,15.4875,2.325,5.2875,0.44,0.0125,0.025,0.5,1.15,1.5625,0.736,1.3125,1.4,2.7125,0.5,0.325,0.425,1.3625,2.7,5.8125,True,11,3
Micah Potter,1630695,2021,00,1610612765,DET,24.0,3,0,10.333333333333334,1.6666666666666667,3.6666666666666665,0.455,0.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,1.0,1.3333333333333333,1.6666666666666667,3.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,4.0,False,3,1
Leon Powe,200796,2006,00,1610612738,BOS,23.0,63,2,11.428571428571429,1.253968253968254,2.8095238095238093,0.446,0.0,0.031746031746031744,0.0,1.6825396825396826,2.2857142857142856,0.736,1.5396825396825398,1.873015873015873,3.4126984126984126,0.15873015873015872,0.2222222222222222,0.3492063492063492,0.746031746031746,1.6507936507936507,4.190476190476191,True,5,3
Dwight Powell,203939,2014,00,1610612738,BOS,23.0,5,0,1.8,0.8,1.0,0.8,0.0,0.0,0.0,0.2,0.4,0.5,0.0,0.2,0.2,0.0,0.4,0.0,0.4,0.2,1.8,True,11,1
Josh Powell,2694,2005,00,1610612742,DAL,23.0,37,2,11.513513513513514,1.0,2.189189189189189,0.457,0.0,0.0,0.0,0.972972972972973,1.2162162162162162,0.8,0.7567567567567568,1.4324324324324325,2.189189189189189,0.24324324324324326,0.1891891891891892,0.10810810810810811,0.5945945945945946,1.4054054054054055,2.972972972972973,True,7,1
Kasib Powell,2867,2007,00,1610612748,MIA,27.0,11,4,27.636363636363637,3.1818181818181817,8.636363636363637,0.368,0.7272727272727273,3.0,0.242,0.5454545454545454,0.8181818181818182,0.667,0.7272727272727273,3.272727272727273,4.0,1.6363636363636365,0.8181818181818182,0.18181818181818182,0.45454545454545453,1.6363636363636365,7.636363636363637,False,1,1
Myles Powell,1629619,2021,00,1610612755,PHI,24.0,11,0,4.7272727272727275,0.45454545454545453,1.5454545454545454,0.294,0.09090909090909091,0.5454545454545454,0.167,0.18181818181818182,0.18181818181818182,1.0,0.09090909090909091,0.45454545454545453,0.5454545454545454,0.2727272727272727,0.09090909090909091,0.0,0.2727272727272727,0.7272727272727273,1.1818181818181819,False,1,1
Norman Powell,1626181,2015,00,1610612761,TOR,23.0,49,24,14.795918367346939,1.9795918367346939,4.673469387755102,0.424,0.7346938775510204,1.816326530612245,0.404,0.8775510204081632,1.0816326530612246,0.811,0.32653061224489793,1.9387755102040816,2.2653061224489797,0.9591836734693877,0.5918367346938775,0.20408163265306123,0.6530612244897959,1.2040816326530612,5.571428571428571,True,10,6
Roger Powell,101232,2006,00,1610612762,UTA,24.0,3,0,4.333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,False,1,1
Alex Poythress,1627816,2016,00,1610612755,PHI,23.0,6,1,26.166666666666668,4.166666666666667,9.0,0.463,1.0,3.1666666666666665,0.316,1.3333333333333333,1.6666666666666667,0.8,1.8333333333333333,3.0,4.833333333333333,0.8333333333333334,0.5,0.3333333333333333,0.5,2.3333333333333335,10.666666666666666,False,3,1
Paul Pressey,77879,1982,00,1610612749,MIL,24.0,79,18,19.341772151898734,2.6962025316455698,5.89873417721519,0.457,0.012658227848101266,0.11392405063291139,0.111,1.3291139240506329,2.2278481012658227,0.597,1.0506329113924051,2.5063291139240507,3.5569620253164556,2.6202531645569622,1.2531645569620253,0.5949367088607594,2.050632911392405,2.2025316455696204,6.734177215189874,True,11,8
Phil Pressey,203515,2013,00,1610612738,BOS,23.0,75,11,15.093333333333334,1.04,3.3733333333333335,0.308,0.37333333333333335,1.4133333333333333,0.264,0.38666666666666666,0.6,0.644,0.26666666666666666,1.1333333333333333,1.4,3.2133333333333334,0.9066666666666666,0.06666666666666667,1.16,1.2933333333333332,2.84,False,3,2
Dominic Pressley,77880,1988,00,1610612764,WAS,25.0,10,0,10.7,0.8,2.5,0.32,0.0,0.0,0.0,0.5,0.9,0.556,0.3,1.1,1.4,2.2,0.4,0.0,1.1,0.9,2.1,False,1,1
Harold Pressley,77881,1986,00,1610612758,SAC,23.0,67,23,13.626865671641792,2.0,4.731343283582089,0.423,0.1044776119402985,0.417910447761194,0.25,0.5223880597014925,0.7164179104477612,0.729,1.0149253731343284,1.6119402985074627,2.626865671641791,1.791044776119403,0.5970149253731343,0.31343283582089554,0.9402985074626866,1.4328358208955223,4.626865671641791,False,4,4
Jason Preston,1630554,2022,00,1610612746,LAC,23.0,14,0,8.857142857142858,1.2857142857142858,2.9285714285714284,0.439,0.35714285714285715,1.2857142857142858,0.278,0.0,0.14285714285714285,0.0,0.14285714285714285,1.4285714285714286,1.5714285714285714,1.9285714285714286,0.14285714285714285,0.0,0.7142857142857143,0.5,2.9285714285714284,False,2,1
AJ Price,201985,2009,00,1610612754,IND,23.0,56,2,15.446428571428571,2.5892857142857144,6.321428571428571,0.41,1.0714285714285714,3.107142857142857,0.345,1.0714285714285714,1.3392857142857142,0.8,0.21428571428571427,1.3571428571428572,1.5714285714285714,1.8928571428571428,0.625,0.05357142857142857,1.0535714285714286,0.9464285714285714,7.321428571428571,True,6,4
Brent Price,85,1992,00,1610612764,WAS,24.0,68,9,12.632352941176471,1.4705882352941178,4.102941176470588,0.358,0.11764705882352941,0.7058823529411765,0.167,0.7941176470588235,1.0,0.794,0.4117647058823529,1.1029411764705883,1.5147058823529411,2.264705882352941,0.8235294117647058,0.04411764705882353,1.25,1.3235294117647058,3.8529411764705883,True,9,3
