,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,5Y,Longevity,Longevity in drafted franchise
John Drew,76598,1974,00,1610612737,ATL,20.0,78,0,29.346153846153847,6.756410256410256,15.76923076923077,0.428,0.0,0.0,0,4.9743589743589745,6.9743589743589745,0.713,4.576923076923077,6.141025641025641,10.717948717948717,1.7692307692307692,1.5256410256410255,0.5,0.0,3.5128205128205128,18.487179487179485,True,11,8
Larry Drew,76599,1980,00,1610612765,DET,23.0,76,16,20.80263157894737,2.5921052631578947,6.368421052631579,0.407,0.05263157894736842,0.2236842105263158,0.235,1.394736842105263,1.75,0.797,0.3157894736842105,1.263157894736842,1.5789473684210527,3.276315789473684,1.1578947368421053,0.09210526315789473,2.1842105263157894,1.644736842105263,6.631578947368421,True,10,1
Larry Drew II,203580,2014,00,1610612755,PHI,25.0,12,1,18.25,1.6666666666666667,4.833333333333333,0.345,0.3333333333333333,2.1666666666666665,0.154,0.16666666666666666,0.25,0.667,0.08333333333333333,1.1666666666666667,1.25,3.75,0.5,0.0,2.0833333333333335,1.0833333333333333,3.8333333333333335,False,2,2
Clyde Drexler,17,1983,00,1610612757,POR,22.0,82,3,17.170731707317074,3.073170731707317,6.817073170731708,0.451,0.012195121951219513,0.04878048780487805,0.25,1.5,2.0609756097560976,0.728,1.3658536585365855,1.5,2.8658536585365852,1.8658536585365855,1.3048780487804879,0.35365853658536583,1.5,2.548780487804878,7.658536585365853,True,15,12
Nate Driggers,1041,1996,00,1610612738,BOS,23.0,15,0,8.866666666666667,0.8666666666666667,2.8666666666666667,0.302,0.0,0.6,0.0,0.6666666666666666,0.9333333333333333,0.714,0.8,0.6666666666666666,1.4666666666666666,0.4,0.2,0.13333333333333333,0.4,0.6666666666666666,2.4,False,1,1
Terry Driscoll,76603,1970,00,1610612765,DET,23.0,69,0,18.18840579710145,1.9130434782608696,4.608695652173913,0.415,0.0,0.0,0,1.565217391304348,2.2318840579710146,0.701,0.0,0.0,5.826086956521739,0.782608695652174,0.0,0.0,0.0,3.072463768115942,5.391304347826087,True,5,1
Predrag Drobnjak,1542,2001,00,1610612760,SEA,26.0,64,12,18.34375,2.984375,6.46875,0.461,0.0,0.03125,0.0,0.859375,1.140625,0.753,1.171875,2.25,3.421875,0.796875,0.3125,0.484375,0.796875,1.703125,6.828125,False,4,2
Ralph Drollinger,76604,1980,00,1610612742,DAL,27.0,6,0,11.166666666666666,1.1666666666666667,2.3333333333333335,0.5,0.0,0.0,0,0.16666666666666666,0.6666666666666666,0.25,0.8333333333333334,2.3333333333333335,3.1666666666666665,2.3333333333333335,0.16666666666666666,0.3333333333333333,2.1666666666666665,2.6666666666666665,2.5,False,1,1
Andre Drummond,203083,2012,00,1610612765,DET,19.0,60,10,20.716666666666665,3.466666666666667,5.7,0.608,0.016666666666666666,0.03333333333333333,0.5,0.9833333333333333,2.65,0.371,2.816666666666667,4.8,7.616666666666666,0.5,0.9833333333333333,1.5833333333333333,0.95,2.4,7.933333333333334,True,13,8
Dennis DuVal,76623,1974,00,1610612764,WAS,23.0,37,0,3.7027027027027026,0.6486486486486487,1.7567567567567568,0.369,0.0,0.0,0,0.32432432432432434,0.4864864864864865,0.667,0.21621621621621623,0.40540540540540543,0.6216216216216216,0.3783783783783784,0.43243243243243246,0.05405405405405406,0.0,0.918918918918919,1.6216216216216217,False,2,1
Chris Duarte,1630537,2021,00,1610612754,IND,25.0,55,39,28.01818181818182,4.872727272727273,11.290909090909091,0.432,1.709090909090909,4.636363636363637,0.369,1.6363636363636365,2.036363636363636,0.804,0.7454545454545455,3.3636363636363638,4.109090909090909,2.0727272727272728,1.018181818181818,0.18181818181818182,1.6363636363636365,1.7272727272727273,13.090909090909092,False,4,2
Alex Ducas,1642505,2024,00,1610612760,OKC,23.0,4,0,1.75,0.0,0.75,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,1
Dick Duckett,76605,1957,00,1610612758,CIN,25.0,34,0,12.470588235294118,1.588235294117647,4.647058823529412,0.342,0.0,0.0,0,0.7058823529411765,0.7941176470588235,0.889,0.0,0.0,1.6470588235294117,1.3823529411764706,0.0,0.0,0.0,1.7647058823529411,3.8823529411764706,False,1,1
Kevin Duckworth,404,1986,00,1610612759,SAN,23.0,14,1,8.714285714285714,1.2857142857142858,3.2142857142857144,0.4,0.0,0.0,0.0,0.6428571428571429,1.0,0.643,0.9285714285714286,1.2857142857142858,2.2142857142857144,0.42857142857142855,0.35714285714285715,0.21428571428571427,0.2857142857142857,1.9285714285714286,3.2142857142857144,True,11,1
Charles Dudley,76607,1972,00,1610612760,SEA,23.0,12,0,8.25,0.8333333333333334,1.9166666666666667,0.435,0.0,0.0,0,1.1666666666666667,1.3333333333333333,0.875,0.0,0.0,0.5,1.3333333333333333,0.0,0.0,0.0,1.25,2.8333333333333335,True,6,1
Chris Dudley,201,1987,00,1610612739,CLE,23.0,55,1,9.327272727272728,1.1818181818181819,2.4909090909090907,0.474,0.0,0.0,0.0,0.7272727272727273,1.290909090909091,0.563,1.3454545454545455,1.2727272727272727,2.618181818181818,0.41818181818181815,0.23636363636363636,0.34545454545454546,0.5636363636363636,1.5818181818181818,3.090909090909091,True,16,3
Jared Dudley,201162,2007,00,1610612766,CHA,22.0,73,14,18.958904109589042,2.232876712328767,4.767123287671233,0.468,0.1232876712328767,0.5616438356164384,0.22,1.1917808219178083,1.6164383561643836,0.737,1.6575342465753424,2.26027397260274,3.9178082191780823,1.1095890410958904,0.7534246575342466,0.136986301369863,0.684931506849315,1.7534246575342465,5.780821917808219,True,14,2
Terry Duerod,76608,1979,00,1610612765,DET,23.0,67,0,19.865671641791046,4.208955223880597,8.925373134328359,0.472,0.22388059701492538,0.7910447761194029,0.283,0.6716417910447762,0.9850746268656716,0.682,0.43283582089552236,1.0298507462686568,1.462686567164179,1.7462686567164178,0.6119402985074627,0.16417910447761194,1.1791044776119404,1.5223880597014925,9.313432835820896,False,4,1
Bob Duffy,76610,1962,00,1610612737,STL,22.0,42,0,10.357142857142858,1.5714285714285714,4.142857142857143,0.379,0.0,0.0,0,0.5238095238095238,0.9285714285714286,0.564,0.0,0.0,0.9285714285714286,1.9761904761904763,0.0,0.0,0.0,1.0,3.6666666666666665,False,3,1
Chris Duhon,2768,2004,00,1610612741,CHI,22.0,82,73,26.5609756097561,2.097560975609756,5.951219512195122,0.352,1.146341463414634,3.231707317073171,0.355,0.5975609756097561,0.8170731707317073,0.731,0.2804878048780488,2.317073170731707,2.597560975609756,4.853658536585366,1.0,0.036585365853658534,1.451219512195122,2.5,5.939024390243903,True,9,4
Duje Dukan,1626251,2015,00,1610612758,SAC,24.0,1,0,24.0,2.0,10.0,0.2,2.0,5.0,0.4,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,2.0,6.0,False,1,1
David Duke Jr.,1630561,2021,00,1610612751,BKN,22.0,22,7,15.5,1.7727272727272727,4.909090909090909,0.361,0.4090909090909091,1.6818181818181819,0.243,0.7727272727272727,0.9545454545454546,0.81,1.3636363636363635,1.6818181818181819,3.0454545454545454,0.7727272727272727,0.6363636363636364,0.3181818181818182,0.4090909090909091,1.6363636363636365,4.7272727272727275,False,4,2
Walter Dukes,76611,1955,00,1610612752,NYK,26.0,60,0,21.5,2.4833333333333334,6.166666666666667,0.403,0.0,0.0,0,2.783333333333333,3.933333333333333,0.708,0.0,0.0,7.383333333333334,0.65,0.0,0.0,0.0,3.5166666666666666,7.75,True,8,1
Joe Dumars,247,1985,00,1610612765,DET,23.0,82,45,23.865853658536587,3.5,7.280487804878049,0.481,0.06097560975609756,0.1951219512195122,0.313,2.317073170731707,2.902439024390244,0.798,0.7317073170731707,0.7195121951219512,1.451219512195122,4.7560975609756095,0.8048780487804879,0.13414634146341464,1.9268292682926829,2.4390243902439024,9.378048780487806,True,14,14
Richard Dumas,30,1992,00,1610612756,PHX,24.0,48,32,27.5,6.291666666666667,12.0,0.524,0.020833333333333332,0.0625,0.333,3.1666666666666665,4.479166666666667,0.707,2.0833333333333335,2.5625,4.645833333333333,1.25,1.7708333333333333,0.8125,1.9166666666666667,2.6458333333333335,15.770833333333334,False,3,2
Tony Dumas,434,1994,00,1610612742,DAL,22.0,58,0,10.568965517241379,1.6551724137931034,4.310344827586207,0.384,0.3793103448275862,1.2586206896551724,0.301,0.8620689655172413,1.3275862068965518,0.649,0.5517241379310345,0.5172413793103449,1.0689655172413792,0.9827586206896551,0.22413793103448276,0.06896551724137931,0.8620689655172413,1.3448275862068966,4.551724137931035,False,4,3
Andy Duncan,76615,1948,00,1610612758,ROC,27.0,55,0,0.0,2.9454545454545453,7.109090909090909,0.414,0.0,0.0,0,1.509090909090909,2.4545454545454546,0.615,0.0,0.0,0.0,0.9272727272727272,0.0,0.0,0.0,3.2545454545454544,7.4,False,3,2
Tim Duncan,1495,1997,00,1610612759,SAS,22.0,82,82,39.073170731707314,8.609756097560975,15.695121951219512,0.549,0.0,0.12195121951219512,0.0,3.8902439024390243,5.878048780487805,0.662,3.341463414634146,8.573170731707316,11.914634146341463,2.731707317073171,0.6707317073170732,2.5121951219512195,3.402439024390244,3.097560975609756,21.109756097560975,True,19,19
Mike Dunleavy,76616,1976,00,1610612755,PHL,23.0,32,0,11.21875,1.875,4.53125,0.414,0.0,0.0,0,1.0625,1.40625,0.756,0.3125,0.75,1.0625,1.75,0.40625,0.0625,0.0,2.0,4.8125,True,11,2
Kris Dunn,1627739,2016,00,1610612750,MIN,23.0,78,7,17.08974358974359,1.5128205128205128,4.012820512820513,0.377,0.2692307692307692,0.9358974358974359,0.288,0.46153846153846156,0.7564102564102564,0.61,0.3076923076923077,1.8205128205128205,2.128205128205128,2.41025641025641,1.0,0.46153846153846156,1.141025641025641,2.282051282051282,3.7564102564102564,True,9,1
Pat Dunn,76617,1957,00,1610612744,PHW,27.0,28,0,7.357142857142857,1.0,3.2142857142857144,0.311,0.0,0.0,0,0.5,0.6071428571428571,0.824,0.0,0.0,1.1071428571428572,1.0,0.0,0.0,0.0,0.7142857142857143,2.5,False,1,1
Ryan Dunn,1642346,2024,00,1610612756,PHX,21.0,15,9,18.8,2.7333333333333334,6.466666666666667,0.423,1.4,4.2,0.333,0.06666666666666667,0.4,0.167,0.7333333333333333,1.8666666666666667,2.6,0.8,0.5333333333333333,0.4666666666666667,0.5333333333333333,2.4,6.933333333333334,False,1,1
T.R. Dunn,76618,1977,00,1610612757,POR,23.0,63,0,12.19047619047619,1.5873015873015872,3.8095238095238093,0.417,0.0,0.0,0,0.5873015873015873,0.8888888888888888,0.661,1.0,1.3333333333333333,2.3333333333333335,0.7142857142857143,0.7301587301587301,0.12698412698412698,0.5555555555555556,1.1746031746031746,3.761904761904762,True,14,3
Ronald Dupree,2648,2003,00,1610612741,CHI,23.0,47,8,19.0,2.3617021276595747,6.0,0.394,0.0851063829787234,0.19148936170212766,0.444,1.4042553191489362,2.234042553191489,0.629,1.1702127659574468,2.382978723404255,3.5531914893617023,1.1702127659574468,0.6808510638297872,0.3829787234042553,1.0851063829787233,2.851063829787234,6.212765957446808,True,6,1
Kevin Durant,201142,2007,00,1610612760,SEA,19.0,80,80,34.6,7.3375,17.075,0.43,0.7375,2.5625,0.288,4.8875,5.6,0.873,0.875,3.475,4.35,2.4,0.975,0.9375,2.9,1.525,20.3,True,17,1
Jalen Duren,1631105,2022,00,1610612765,DET,19.0,67,31,24.925373134328357,3.8507462686567164,5.940298507462686,0.648,0.0,0.029850746268656716,0.0,1.4328358208955223,2.343283582089552,0.611,3.417910447761194,5.462686567164179,8.880597014925373,1.1194029850746268,0.6567164179104478,0.8805970149253731,1.373134328358209,2.716417910447761,9.134328358208956,False,3,3
John Duren,76619,1980,00,1610612762,UTH,22.0,40,0,11.45,0.825,2.525,0.327,0.0,0.025,0.0,0.125,0.225,0.556,0.2,0.675,0.875,1.35,0.45,0.05,0.925,1.35,1.775,False,3,2
Pat Durham,1090,1992,00,1610612744,GOS,26.0,5,1,15.6,1.2,5.0,0.24,0.0,0.0,0.0,1.8,2.4,0.75,1.0,1.8,2.8,0.8,0.2,0.2,1.4,1.2,4.2,False,2,1
Devin Durrant,76621,1984,00,1610612754,IND,24.0,59,8,12.813559322033898,1.9322033898305084,4.6440677966101696,0.416,0.0,0.05084745762711865,0.0,1.2203389830508475,1.728813559322034,0.706,0.8305084745762712,1.271186440677966,2.1016949152542375,1.3559322033898304,0.3220338983050847,0.1694915254237288,1.305084745762712,1.7966101694915255,5.084745762711864,False,2,1
Ken Durrett,76622,1971,00,1610612758,CIN,23.0,19,0,12.263157894736842,1.631578947368421,4.157894736842105,0.392,0.0,0.0,0,1.105263157894737,1.4736842105263157,0.75,0.0,0.0,2.0526315789473686,0.7368421052631579,0.0,0.0,0.0,2.1578947368421053,4.368421052631579,False,4,1
Trevon Duval,1628979,2018,00,1610612749,MIL,20.0,3,0,2.0,0.6666666666666666,1.0,0.667,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.6666666666666667,False,1,1
Jack Dwan,76624,1948,00,1610612747,MNL,28.0,60,0,0.0,2.0166666666666666,6.333333333333333,0.318,0.0,0.0,0,0.5666666666666667,1.15,0.493,0.0,0.0,0.0,2.15,0.0,0.0,0.0,2.6166666666666667,4.6,False,1,1
Craig Dykema,76625,1981,00,1610612756,PHX,23.0,32,0,3.21875,0.53125,1.15625,0.459,0.0625,0.125,0.5,0.21875,0.28125,0.778,0.09375,0.28125,0.375,0.46875,0.0625,0.0,0.21875,0.59375,1.34375,False,1,1
Gene Dyker,76626,1953,00,1610612737,MIH,24.0,11,0,8.272727272727273,0.5454545454545454,2.3636363636363638,0.231,0.0,0.0,0,0.36363636363636365,0.7272727272727273,0.5,0.0,0.0,1.4545454545454546,0.45454545454545453,0.0,0.0,0.0,1.9090909090909092,1.4545454545454546,False,1,1
Jerome Dyson,202406,2011,00,1610612740,NOH,25.0,9,1,20.0,2.111111111111111,5.333333333333333,0.396,0.1111111111111111,0.8888888888888888,0.125,3.111111111111111,4.0,0.778,0.2222222222222222,1.8888888888888888,2.111111111111111,2.0,1.2222222222222223,0.2222222222222222,2.2222222222222223,2.111111111111111,7.444444444444445,False,1,1
Ledell Eackles,289,1988,00,1610612764,WAS,22.0,80,6,18.2375,3.975,9.15,0.434,0.1125,0.5,0.225,3.4,4.325,0.786,1.25,1.0,2.25,1.5375,0.5125,0.0625,1.6,1.95,11.4625,True,7,6
Jim Eakins,76628,1976,00,1610612758,KCK,31.0,82,0,16.317073170731707,1.8414634146341464,4.097560975609756,0.449,0.0,0.0,0,2.292682926829268,2.707317073170732,0.847,1.3658536585365855,3.0365853658536586,4.402439024390244,1.451219512195122,0.35365853658536583,0.5975609756097561,0.0,2.3780487804878048,5.975609756097561,False,2,1
Acie Earl,768,1993,00,1610612738,BOS,24.0,74,8,15.527027027027026,2.0405405405405403,5.027027027027027,0.406,0.0,0.013513513513513514,0.0,1.4594594594594594,2.1621621621621623,0.675,1.1486486486486487,2.189189189189189,3.3378378378378377,0.16216216216216217,0.32432432432432434,0.7162162162162162,0.972972972972973,2.4054054054054053,5.54054054054054,False,4,2
Ed Earle,76630,1953,00,1610612755,SYR,27.0,2,0,6.0,0.5,1.0,0.5,0.0,0.0,0,1.0,2.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,False,1,1
Cleanthony Early,203921,2014,00,1610612752,NYK,24.0,39,7,16.58974358974359,1.9487179487179487,5.487179487179487,0.355,0.5641025641025641,2.1538461538461537,0.262,0.9230769230769231,1.2307692307692308,0.75,0.5641025641025641,1.9230769230769231,2.4871794871794872,0.9230769230769231,0.6153846153846154,0.3076923076923077,1.0256410256410255,1.4615384615384615,5.384615384615385,False,2,2
Tari Eason,1631106,2022,00,1610612745,HOU,22.0,82,5,21.548780487804876,3.6097560975609757,8.048780487804878,0.448,0.7195121951219512,2.097560975609756,0.343,1.329268292682927,1.7682926829268293,0.752,2.3780487804878048,3.6707317073170733,6.048780487804878,1.0731707317073171,1.170731707317073,0.573170731707317,1.2317073170731707,2.3048780487804876,9.268292682926829,False,3,3
Mark Eaton,76631,1982,00,1610612762,UTH,26.0,81,32,18.864197530864196,1.8024691358024691,4.3580246913580245,0.414,0.0,0.012345679012345678,0.0,0.7283950617283951,1.1111111111111112,0.656,1.0617283950617284,4.6419753086419755,5.703703703703703,1.382716049382716,0.2962962962962963,3.3950617283950617,1.728395061728395,3.1728395061728394,4.333333333333333,True,11,11
Jerry Eaves,76632,1982,00,1610612762,UTH,24.0,82,7,19.365853658536587,3.4146341463414633,7.012195121951219,0.487,0.012195121951219513,0.0975609756097561,0.125,2.4390243902439024,3.0121951219512195,0.81,0.4146341463414634,1.0731707317073171,1.4878048780487805,2.5609756097560976,0.6219512195121951,0.036585365853658534,1.853658536585366,1.4146341463414633,9.28048780487805,False,4,2
Devin Ebanks,202365,2010,00,1610612747,LAL,21.0,20,0,5.9,1.05,2.55,0.412,0.1,0.25,0.4,0.9,1.15,0.783,0.75,0.6,1.35,0.1,0.2,0.25,0.3,0.35,3.1,False,3,3
Bill Ebben,76633,1957,00,1610612765,DET,22.0,8,0,6.25,0.75,3.5,0.214,0.0,0.0,0,0.375,0.5,0.75,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.625,1.875,False,1,1
Al Eberhard,76634,1974,00,1610612765,DET,23.0,34,0,8.147058823529411,0.9117647058823529,2.5,0.365,0.0,0.0,0,0.5,0.6176470588235294,0.81,0.5294117647058824,0.8529411764705882,1.3823529411764706,0.47058823529411764,0.38235294117647056,0.029411764705882353,0.0,0.9705882352941176,2.323529411764706,False,4,4
Ndudi Ebi,2569,2003,00,1610612750,MIN,20.0,17,0,1.8823529411764706,0.35294117647058826,0.8235294117647058,0.429,0.0,0.0,0.0,0.058823529411764705,0.23529411764705882,0.25,0.11764705882352941,0.058823529411764705,0.17647058823529413,0.17647058823529413,0.0,0.23529411764705882,0.17647058823529413,0.35294117647058826,0.7647058823529411,False,2,2
Jaime Echenique,1630693,2021,00,1610612764,WAS,25.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,1
Jarell Eddie,204067,2015,00,1610612764,WAS,24.0,26,0,5.653846153846154,0.7692307692307693,2.5,0.308,0.5769230769230769,1.8076923076923077,0.319,0.3076923076923077,0.3076923076923077,1.0,0.07692307692307693,0.8076923076923077,0.8846153846153846,0.19230769230769232,0.19230769230769232,0.038461538461538464,0.038461538461538464,0.19230769230769232,2.423076923076923,False,3,1
Patrick Eddie,76635,1991,00,1610612752,NYK,24.0,4,0,3.25,0.5,2.25,0.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.75,1.0,False,1,1
Thomas Eddleman,76636,1949,00,1610612737,TCB,27.0,64,0,0.0,5.1875,14.15625,0.366,0.0,0.0,0,2.53125,4.0625,0.623,0.0,0.0,0.0,2.21875,0.0,0.0,0.0,3.96875,12.90625,False,4,2
Kent Edelin,76637,1984,00,1610612754,IND,23.0,10,1,14.3,0.4,1.3,0.308,0.0,0.0,0,0.3,0.8,0.375,0.8,1.8,2.6,1.0,0.5,0.4,0.3,3.9,1.1,False,1,1
Zach Edey,1641744,2024,00,1610612763,MEM,22.0,14,9,20.071428571428573,4.571428571428571,7.5,0.61,0.42857142857142855,0.7142857142857143,0.6,1.5714285714285714,2.357142857142857,0.667,3.0714285714285716,3.857142857142857,6.928571428571429,0.7857142857142857,0.8571428571428571,1.0,1.6428571428571428,3.142857142857143,11.142857142857142,False,1,1
Keith Edmonson,76638,1982,00,1610612737,ATL,22.0,32,2,9.65625,1.5,4.34375,0.345,0.0,0.0625,0.0,0.5,0.84375,0.593,0.625,0.59375,1.21875,0.6875,0.34375,0.1875,0.625,1.28125,3.5,False,2,1
Tyus Edney,721,1995,00,1610612758,SAC,23.0,80,60,31.0125,3.8125,9.25,0.412,0.6625,1.8,0.368,2.4625,3.15,0.782,0.7875,1.725,2.5125,6.1375,1.1125,0.0375,2.4,2.5375,10.75,False,4,2
Anthony Edwards,1630162,2020,00,1610612750,MIN,19.0,72,55,32.138888888888886,7.013888888888889,16.819444444444443,0.417,2.375,7.222222222222222,0.329,2.9305555555555554,3.7777777777777777,0.776,0.8194444444444444,3.8472222222222223,4.666666666666667,2.9305555555555554,1.1388888888888888,0.5,2.2222222222222223,1.7916666666666667,19.333333333333332,True,5,5
Bill Edwards,76646,1993,00,1610612755,PHL,22.0,3,0,14.666666666666666,0.6666666666666666,6.0,0.111,0.0,1.6666666666666667,0.0,0.6666666666666666,1.6666666666666667,0.4,1.6666666666666667,3.0,4.666666666666667,1.3333333333333333,1.0,0.3333333333333333,1.3333333333333333,2.0,2.0,False,1,1
Blue Edwards,898,1989,00,1610612762,UTH,24.0,82,49,23.036585365853657,3.4878048780487805,6.878048780487805,0.507,0.10975609756097561,0.36585365853658536,0.3,1.7804878048780488,2.475609756097561,0.719,0.8414634146341463,2.2195121951219514,3.0609756097560976,1.7682926829268293,0.926829268292683,0.43902439024390244,1.853658536585366,3.4146341463414633,8.865853658536585,True,10,4
Carsen Edwards,1629035,2019,00,1610612738,BOS,22.0,37,0,9.486486486486486,1.135135135135135,3.4594594594594597,0.328,0.6486486486486487,2.054054054054054,0.316,0.35135135135135137,0.5135135135135135,0.684,0.16216216216216217,1.1081081081081081,1.2702702702702702,0.6486486486486487,0.32432432432432434,0.10810810810810811,0.40540540540540543,0.918918918918919,3.27027027027027,False,3,2
Corsley Edwards,2451,2004,00,1610612740,NOH,26.0,10,0,11.0,1.0,3.1,0.323,0.0,0.0,0.0,0.7,1.2,0.583,1.2,1.3,2.5,0.3,0.3,0.4,0.2,1.9,2.7,False,1,1
Doug Edwards,346,1993,00,1610612737,ATL,23.0,16,0,6.6875,1.0625,3.0625,0.347,0.0,0.0625,0.0,0.5625,1.0,0.563,0.4375,0.6875,1.125,0.5,0.125,0.3125,0.375,0.5625,2.6875,False,3,2
Franklin Edwards,76641,1981,00,1610612755,PHL,23.0,42,3,6.928571428571429,1.5476190476190477,3.5714285714285716,0.433,0.0,0.21428571428571427,0.0,0.47619047619047616,0.6428571428571429,0.741,0.23809523809523808,0.40476190476190477,0.6428571428571429,1.0714285714285714,0.38095238095238093,0.11904761904761904,0.5714285714285714,0.8809523809523809,3.5714285714285716,True,7,3
James Edwards,229,1977,00,1610612747,LAL,22.0,25,20,28.92,5.8,12.64,0.459,0.0,0.0,0,3.2,5.0,0.64,1.76,5.44,7.2,1.16,0.64,1.12,2.28,3.56,14.8,True,19,3
Jay Edwards,76643,1989,00,1610612746,LAC,21.0,4,0,6.5,0.75,1.75,0.429,0.0,0.5,0.0,0.25,0.75,0.333,0.25,0.25,0.5,1.0,0.25,0.0,0.25,1.0,1.75,False,1,1
John Edwards,2823,2004,00,1610612754,IND,23.0,25,1,5.56,0.44,1.2,0.367,0.0,0.0,0.0,0.28,0.56,0.5,0.32,0.44,0.76,0.12,0.12,0.16,0.32,0.48,1.16,False,2,1
Justin Edwards,1642348,2024,00,1610612755,PHI,20.0,1,0,6.0,2.0,3.0,0.667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,False,1,1
Kessler Edwards,1630556,2021,00,1610612751,BKN,21.0,48,23,20.5625,2.2916666666666665,5.5625,0.412,1.0,2.8333333333333335,0.353,0.3333333333333333,0.3958333333333333,0.842,0.9166666666666666,2.6666666666666665,3.5833333333333335,0.6458333333333334,0.6041666666666666,0.5,0.875,1.7708333333333333,5.916666666666667,False,4,2
Kevin Edwards,236,1988,00,1610612748,MIA,23.0,79,62,29.734177215189874,5.949367088607595,13.987341772151899,0.425,0.12658227848101267,0.46835443037974683,0.27,1.8227848101265822,2.4430379746835444,0.746,1.0759493670886076,2.240506329113924,3.3164556962025316,4.417721518987341,1.759493670886076,0.34177215189873417,3.1139240506329116,1.9493670886075949,13.848101265822784,True,11,5
Rob Edwards,1630306,2021,00,1610612760,OKC,25.0,2,0,5.5,0.5,2.0,0.25,0.5,2.0,0.25,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.5,0.0,1.5,False,1,1
Shane Edwards,202197,2013,00,1610612739,CLE,27.0,2,0,6.0,0.5,1.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.0,False,1,1
Vincent Edwards,1629053,2018,00,1610612745,HOU,23.0,2,0,8.0,0.5,2.0,0.25,0.5,2.0,0.25,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.5,False,1,1
Johnny Egan,76647,1961,00,1610612765,DET,23.0,58,0,12.0,2.206896551724138,5.189655172413793,0.425,0.0,0.0,0,1.103448275862069,1.4482758620689655,0.762,0.0,0.0,1.4827586206896552,1.7586206896551724,0.0,0.0,0.0,1.103448275862069,5.517241379310345,True,11,2
Lonnie Eggleston,76648,1948,00,1610610034,BOM,31.0,2,0,0.0,0.5,2.0,0.25,0.0,0.0,0,1.0,1.5,0.667,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5,2.0,False,1,1
Eddie Ehlers,76649,1947,00,1610612738,BOS,25.0,40,0,0.0,2.6,10.425,0.249,0.0,0.0,0,1.95,3.6,0.542,0.0,0.0,0.0,1.1,0.0,0.0,0.0,2.3,7.15,False,2,2
Craig Ehlo,378,1983,00,1610612745,HOU,22.0,7,0,9.0,1.5714285714285714,3.857142857142857,0.407,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,1.0,0.5714285714285714,0.7142857142857143,1.2857142857142858,0.8571428571428571,0.42857142857142855,0.0,0.42857142857142855,1.8571428571428572,3.2857142857142856,True,14,3
Dick Eichhorst,76651,1961,00,1610612737,STL,28.0,1,0,10.0,1.0,2.0,0.5,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,False,1,1
Howard Eisley,458,1994,00,1610612750,MIN,22.0,34,4,14.588235294117647,1.088235294117647,3.088235294117647,0.352,0.23529411764705882,0.9411764705882353,0.25,0.9117647058823529,1.1764705882352942,0.775,0.29411764705882354,0.9411764705882353,1.2352941176470589,2.264705882352941,0.5294117647058824,0.14705882352941177,1.2352941176470589,2.2941176470588234,3.323529411764706,True,12,1
Obinna Ekezie,1918,1999,00,1610612763,VAN,24.0,39,0,9.0,1.0512820512820513,2.2564102564102564,0.466,0.0,0.0,0.0,1.1025641025641026,1.641025641025641,0.672,0.8717948717948718,1.4871794871794872,2.358974358974359,0.20512820512820512,0.23076923076923078,0.10256410256410256,0.6666666666666666,1.564102564102564,3.2051282051282053,False,4,1
Khalid El-Amin,2064,2000,00,1610612741,CHI,22.0,50,14,18.7,2.3,6.22,0.37,0.56,1.68,0.333,1.12,1.44,0.778,0.42,1.2,1.62,2.9,0.96,0.04,1.08,1.98,6.28,False,1,1
Don Eliason,76653,1946,00,1610612738,BOS,28.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,1,1
